text,label
"Jl. HOS. Cokroaminoto No. 91A", 1
"Jl. HOS. Cokroaminoto No. 91A", 1
"FX Lifestyle X'nter, Jl. Jend. Sudirman, Pintu I Senayan", 1
"Jl. MH.Thamrin Kav. 28-30", 1
"Jl. KH. Agus Salim No. 19", 1
"Jl. Asia Afrika Lot. 19", 1
"Jl. Asia Afrika Lot. 19", 1
"Mal Senayan City, Jl. Asia Afrika Lot. 19", 1
"Gd. Djakarta Theater, Jl. MH. Thamrin No. 9", 1
"Plaza Senayan, Jl. New Delhi No. 9, Pintu I Senayan", 1
"Jl. MH.Thamrin No. 1", 1
"Jl. Johar No. 15", 1
"Plaza Senayan, Jl. New Delhi No. 9, Pintu I Senayan", 1
"Plaza BBD Lt. 30, Jl. Imam Bonjol", 1
"Grand Indonesia Mall Unit West Mall Lt. 5 Unit", 1
"Jl. Batu Ceper No. 20", 1
"City Lofts Sudirman Lt.1 Unit 25, Jl. KH.Mas Mansyur", 1
"Plaza Indonesia L4 #E23T, Jl. MH. Thamrin Kav. 28-30", 1
"Plaza Senayan Lt.3, Jl. Asia Afrika No. 8", 1
"Mal Senayan City Lt. 5, Jl. Asia Afrika", 1
"Jl. MH. Thamrin No. 1 Lt. 3", 1
"Plaza Atrium Lt. Dasar Unit GF-005, Jl. Senen Raya Blok A No. 135", 1
"Menara Thamrin, Jl. MH. Thamrin Kav. 3 Lantai 8", 1
"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30", 1
"Mal Senayan City, Jl. Asia Afrika", 1
"City Walk, Jl. KH.Mas Mansyur No. 121", 1
"Jl. Jend.Sudirman Kav. 54 - 55", 1
"Jl. Komando Raya No. 6", 1
"Jl. Benda No. 46B RT006/RW004", 1
"Cilandak Town Square, Jl. TB.Simatupang Kav. 17", 1
"Bellagio Boutique Mal, Jl. Mega Kuningan Barat", 1
"Jl. Kemang Raya No. 6", 1
"Apartemen Palm Court, Jl. Jend. Gatot Subroto Kav. 26-27", 1
"Jl. Jendral Sudirman Kav. 52-53", 1
"Rasuna Epicentrum, Jl. HR. Rasuna Said", 1
"Menara Mulia Lt. Ground Suite 07 A, Jl. Jend. Gatot Subroto Kav. 9-11", 1
"Jl. Falatehan I No. 14", 1
"Mall Ambassador, Jl. Prof. Dr. Satrio", 1
"Gd. Hero, Jl. Mampang Prapatan Raya No. 20", 1
"Cilandak Town Square, Jl. TB. Simatupang Kav. 1", 1
"ITC Kuningan, Jl. Prof. Dr. Satrio", 1
"Grand ITC Permata Hijau, Jl. Permata Hijau", 1
"Hero Supermarket, Jl. Jend.Gatot Subroto No. 177", 1
"Giant Hypermart, Jl. Lingkar Luar Selatan No. 1", 1
"Plaza Pondok Indah Blok III B, Jl. Metro Pondok Indah", 1
"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50", 1
"Jl. Cipete Raya, Jl. Cipete III No. 55 RT006/RW004", 1
"Pasar Raya Grande Blok M, Jl. Iskandarsyah II/2", 1
"Gd. Carrefour, Jl. Letjend. MT. Haryono Kav. 46", 1
"Blok M Square Lt. UG TNT 001, Jl. Melawai V", 1
"Mal Kota Kasablanka, Jl. Casablanca Kav. 9-10", 1
"Lippo Mall Kemang Lt. 3 Unit E 19, Jl. Pangeran", 1
"Blok M Square Lt. UG TNT 001, Jl. Melawai V", 1
"ITC. Fatmawati, Jl. RS. Fatmawati No. 39", 1
"Jl. Pinang Raya 9 RT002/RW001", 1
"Jl. KH. M. Syafi'I Hadzami No. 8", 1
"Jl. Cipete Raya No.14A", 1
"Anex Building Poins Square, Jl. R.A. Kartini No. 1", 1
"Jl. Warung Jati Barat No. 39", 1
"Jl. Jend.Sudirman Kav. 53-54", 1
"Jl. Jend.Sudirman Kav. 45-46", 1
"Jl. Jend.Sudirman Kav. 52-53", 1
"Hotel Crowne Plaza, Jl. Jend. Gatot Subroto", 1
"Gd. MD Place Tower Lantai 12, Jl. Setiabudi Selatan", 1
"Jl. Kemang Raya No. 72", 1
"Gd. Epicentrum Media Walk, Jl. HR. Rasuna Said", 1
"Jl. HR. Rasuna Said", 1
"Cyber 2 Tower, Jl. HR. Rasuna Said Blok X-5", 1
"Jl. Kemang Raya Selatan", 1
"Jl. Prof. Dr. Satrio Kav. 18", 1
"Jl. Sultan Iskandarmuda", 1
"Jl. Kemang Raya No. 2H", 1
"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50", 1
"Mal Pondok Indah, Jl. Metro Pondok Indah", 1
"Jl. Melawai IV No. 17", 1
"Jl. Melawai IV/17, Blok M", 1
"Kemang Club Villas, Jl. Bangka I", 1
"Bellagio Boutique Mal, Jl. Mega Kuningan Barat", 1
"Plaza Sentral, Jl. Jend. Sudirman Kav. 47", 1
"Gd. The Energy, Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. Kemang Raya No. 110", 1
"Jl. Jend. Gatot Subroto Kav. 71-73", 1
"Chase Plaza Lt. 25, Jl. Sudirman Kav. 21", 1
"Jl. HR. Rasuna Said Kav. 62", 1
"Jl. HR. Rasuna Said Kav. 10-11", 1
"Klub Rasuna, Jl. HR. Rasuna Said Kav. C-22", 1
"Bellagio Boutique Mall, Jl. Mega Kuningan", 1
"Kawasan Niaga Terpadu Sudirman (SCBD) Lot. 52-53", 1
"Jl. Mahakam I/11 A", 1
"Lotte Shopping Avenue 3rd Floor Unit C-15, Ciputra, Jl. Professor Doktor Satrio Kav. 3-5, Karet Kuningan ", 1
"Jl. RC. Veteran No. 7 RT009/RW003", 1
"Pasaraya Blok M, Jl. Iskandarsyah II No. 2", 1
"Jl. Mahakam Raya No. 11A", 1
"Jl. Lapangan Roos No. 29", 1
"Jl. Bulungan I No. 64", 1
"Jl. H.R Rasuna Said Kav. C-22", 1
"Jl. Bulungan No. 76", 1
"Ruko I Pondok Indah, Jl. Metro Duta Niaga 2-5", 1
"Jl. Prof. Soepomo, SH No. 14", 1
"Jl. Kapten Tendean No. 13", 1
"Jl. Cilandak KKO No. 60, Ragunan", 1
"Plaza I Pondok Indah, Jl. Metro Pondok Indah", 1
"Jl. Kemang Raya No. 11", 1
"Lotte Shopping Avenue LG-38 Ciputra World I, Jl. Professor Doktor Satrio Kav. 3-5, Karet Kuningan ", 1
"Jl. Raya Kemang I No. 11 10/01", 1
"Jl. Kemang Selatan Raya No. 111 H", 1
"Pondok Indah Mal 2, Jl. Metro Pondok Indah", 1
"Cilandak Town Square, Jl. TB. Simatupang Kav. 1", 1
"Mall Kota Kasablanka Lt. Food Society GF&GF Isl", 1
"Mal Pondok Indah, Jl. Metro Blok III B", 1
"Blok M, Jl. Melawai Raya No. 3", 1
"Jl. M.T. Haryono No. 1", 1
"Pasar Festival, Jl. HR Rasuna Said Kav. C-22", 1
"Gd. Kemang Arcade Lt. 2, Jl. Kemang Raya No. 2", 1
"Jl. Prof. Dr. Satrio No. 164", 1
"Jl. HR. Rasuna Said Kav. C11-14", 1
"Komp.Lakespra TNI AU, Jl. Letjen.MT.Haryono", 1
"Jl. HR. Rasuna Said Kav. C11-14", 1
"Mal Kalibata, Jl. Raya Kalibata", 1
"Komp. Lakespra TNI AU, Jl. Letjen. MT.Haryono ", 1
" Gedung Equity Tower, Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. Kemang Raya No. 8", 1
"Jl. Bulungan No. 76", 1
"Jl. HR. Rasuna Said Kav. C.22", 1
"Jl. Bulungan No. 76", 1
"Mall Kota Casablanca, Jl. Kasablanka Kav. 9-10", 1
"Gd. Pasaraya Grande, Jl. Iskandarsyah II No. 2 Bl", 1
"Jl. Raya Warung Buncit No. 135", 1
"Jl. Kemang Raya I No. 8", 1
"Jl. HR. Rasuna Said", 1
"Street Galery, Jl. Metro Pondok Indah Blok III-B", 1
"Summitmas, Jl. Jend. Sudirman Kav. 61-62", 1
"Jl. TB. Simatupang No. 22-26", 1
"Gandaria City, Jl. KH. SyafiI Hadzami No. 8", 1
"Jl. KH. M. Syafi'I Hadzami No. 8", 1
"Jl. Sultan Iskandar Muda", 1
"Blok M Square, Jl. Melawai Raya", 1
"The East Lt. Basement, Jl. Dr. Ide Anak Agung Gde Agung", 1
"Jl. Jend. Sudirman Kav. 29-31", 1
"Jl. Bulungan No. 76", 1
"Kawasan Niaga Terpadu, Jl. Jend. Sudirman Kav. 52-53", 1
"Kawasan Niaga Terpadu, Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. Darmawangsa VI/9", 1
"Mal Pondok Indah II Lantai 3, Jl. Metro Pondok Indah", 1
"Cilandak Town Square Lt. LG Unit 073, Jl. T.B. Simatupang Kav. 17", 1
"Jl. Komplek Kemang No. 28, Jl. Taman Kemang", 1
"Jl. Benda Raya No. 7", 1
"Jl. Sultan Iskandar Muda", 1
"Jl. Sultan Iskandar Muda", 1
"Graha Iskandarsyah, Jl. Iskandarsyah Raya No. 6", 1
"Jl. Ampera Raya No. 120B RT002/RW010", 1
"Pacific Place Mall Lot 3-5, Sudirman Central Bus", 1
"Sampoerna Strategic Square, Jl. Jend.Sudirman", 1
"Jl. Metro Pondok Indah", 1
"The Bellezza Shoping Arcade, Jl. Letjen Soepeno", 1
"Komp. D'best Ruko Golden Plaza Blok G No. 6-7", 1
"Plaza Kalibata Lt. Basement, Jl. Kalibata Raya No. 3", 1
"Jl. Karbela Timur RT001/RW005", 1
"Jl. Bek Murad No. 62/I", 1
"Jl. Karbela Timur RT001/RW005", 1
"Jl. Arteri Pondok Indah RT003/RW005", 1
"Komp. Duta Mas Fatmawati Blok A1 No. 35-37, Jl. Fatmawati", 1
"Blok M Square, Jl. Melawai V", 1
"Blok M Square, Jl. Melawai V", 1
"Jl. Bintaro Utama I No. 1", 1
"Cilandak Town Square, Jl. TB. Simatupang Kav. 1", 1
"Mal Pondok Indah II, Jl. Metro Blok III B", 1
"Jl. Ciniru I No. 2 RT005/RW002", 1
"Gd. Semanggi Expo SCBD Lot 8, Jl. Jend Sudirman Kav. 52-53, Kawasan SCBD Senayan ", 1
"Lotte Shopping Avenue Lt.4 - FCS-07 Ciputra World, Jl. Prof. Dr. Satrio, Kuningan Timur", 1
"Jl. Casablanca Raya Kav. 9-10", 1
"The Bellezza Suites H-GF, Jl. Letjend. Soepeno N0. 34", 1
"Pacific Place Mall, Jl. Jend.Sudirman Kav. 52-53", 1
"Pacific Place Mall, Jl. Jend.Sudirman Kav. 52-53", 1
"Wisma Mulia Gd. City Plaza, Jl. Jend. Gatot Subroto Kav. 42", 1
"Kawasan Niaga Terpadu Sudirman (SCBD), Jl. Jendral Sudirman Kav. 52-53", 1
"Bakrie Tower Lt. GF, Komp. Rasuna Epicentrum, Jl. HR. Rasuna Said", 1
"Kawasan Niaga Terpadu Sudirman Lot. 14, Jl. Jend Sudirman Kav. 52-53", 1
"Jl. Kemang Raya No. 3 RT0010/RW001", 1
"Jl. Kemang Raya No. 3 RT010/RW001", 1
"Jl. Kemang Raya No. 3-5", 1
"Jl. Melawai VIII/4 Lt.1", 1
"Lotte Shopping Avenue 4F#35 Ciputra World 1, Jl. Prof. Dr. Satrio, Kuningan Timur", 1
"Jl. Casablanca Raya Kav. 88", 1
"Jl. Kemang VI", 1
"Jl. Sultan Iskandar Muda, Jl. KH. M. Syafi'i Hadzami", 1
"Jl. Wolter Monginsidi No. 24", 1
"Jl. Bulungan No. 14", 1
"Menara Bank Danamon, Jl. Prof. Dr. Satrio No. E", 1
"Darmawangsa Square, Jl. Darmawangsa VI No. 4", 1
"Jl. Lingkar Mega Kuningan", 1
"Cilandak Town Square, Jl. TB.Simatupang Kav. 17", 1
"Jl. Jend. Sudirman Kav. 50", 1
"Jl. Melawai VIII No. 4 A Lt. 4", 1
"Blok M Square, Jl. Melawai Raya", 1
"Jl. Letjen Soepeno No. 15", 1
"Lotte Shopping Avenue Ciputra World, Jl. Prof. Dr. Satrio, Kuningan Timur", 1
"Jl. Lebak Bulus Raya No. 8", 1
"Komp. Lakestra TNI AU Car, Jl. Letjen. MT.Haryono", 1
"Jl. Lebak Bulus Raya No. 8", 1
"Mal Green Tebet, Jl. Letjend. MT. Haryono Kav. 2", 1
"Plaza Kalibata Lt. GF No. G-41, Jl. Kalibata Raya", 1
"Jl. Metro Duta Niaga", 1
"Lotte Shopping Avenue U 4F-31 Lt. 4, Jl. Prof. Dr. Satrio, Kuningan Timur", 1
"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50", 1
"Setiabudi I Unit B101, Jl. HR. Rasuna Said Kav. 6", 1
"Jl. Jend. Sudirman Kav. 50", 1
"Tebet Green Lt. GF, Jl. Letjen. MT. Haryono Kav. 25-26, Tebet", 1
"Mal Cilandak Lt. Dasar, Jl. Raya Cilandak KKO", 1
"Pasaraya Grande GF, Jl. Iskandarsyah II No. 2", 1
"Kuningan City Lt. 3, Jl. Prof. Dr. Satrio Kav. 8", 1
"Mal Kota Kasablanka, Jl. Casablanca Raya Kav. 88", 1
"Plaza Blok M Lt. UG, Jl. Bulungan No. 76", 1
"Plaza Festival, Jl. HR. Rasuna Said Kav. C 22", 1
"Jl. Metro Pondok Indah", 1
"Bellagio Residence & Mall, Jl. Mega Kuningan Barat Blok E4 No. 3", 1
"Cilandak Town Square, Jl. TB.Simatupang Kav. 17", 1
"Street Galery, Jl. Metro Pondok Indah Blok III-B", 1
"Jl. Sultan Iskandar Muda RT007/RW002 No. 38F", 1
"Jl. Garnisun No. 8", 1
"Jl. Garnisun No. 8", 1
"Jl. Perintis Persil Kav. E.4.3 No. 1", 1
"Jl. Sultan Iskandar Muda", 1
"Jl. Sultan Iskandar Muda", 1
"Bellagio Boutique Mal Unit 06-12A, Kawasan Mega Kuningan", 1
"Jl. Jend. Gatot Subroto Kav. 32-34", 1
"Jl. Darmawangsa VI & IX RT005/RW001", 1
"Jl. KH. M. Syafi'I Hadzami No. 8", 1
"Epicentrum Kuningan, Jl. HR. Rasuna Said Kuningan", 1
"Jl. Warung Buncit Raya No. 98", 1
"Jl. Kemang Raya No. 37", 1
"Mal Kota Kasablanka, Jl. Casablanca Kav. 88", 1
"Pacific Place Mal, Jl. Jend.Sudirman Kav. 52-53", 1
"Pacific Place Mal, Jl. Jend.Sudirman Kav. 52-53", 1
"Mal Kota Kasablanca, Jl. Casablanca Kav. 9-10 G", 1
"Jl. Kemang Raya No. 24A", 1
"Jl. MT. Haryono, Cikoko", 1
"Jl. Kemang Raya No. 85", 1
"Mall Kota Kasablanka, Jl. Casablanca Raya Kav. 88", 1
"Jl. KH. Abdul Syafe'i No. 7", 1
"Jl. Mahakam I No. 15", 1
"Mega Kuningan, Jl. Mega Kuningan Kav. E.3.3", 1
"Mall Gandaria City Lt. LG No. L 103, Jl. Sultan Iskandar Muda", 1
"Gandaria City, Jl. Sultan Iskandar Muda", 1
"Gandaria City, Jl. Sultan Iskandar Muda", 1
"Jl. Metro Pondok Indah Blok III B", 1
"Jl. Gandaria I No. 95&97", 1
"Jl. Melawai VII No. 5", 1
"Jl. Melawai VII No. 5", 1
"Gd. Adi Tarina, Jl. Bangka Raya", 1
"Mini Mart, Jl. Kebayoran Lama Raya No. 182", 1
"Jl. HR. Rasuna Said Kav. 62", 1
"Gd. Setiabudi I, Jl. HR. Rasuna Said Kav. 62", 1
"Jl. TB. Simatupang Kav. 17", 1
"Wijaya Graha Puri Blok F No. 41-47 dan 48-51", 1
"Gd. The Bellagio Residence & Mall Unit L3-20, Jl. Mega Kuningan Timur 2 Kav. E4 No. 6", 1
"Cilandak Town Square, Jl. TB. Simatupang Kav. 1", 1
"Mal Pondok Indah, Jl.Metro Pondok Indah Blok III", 1
"Pasar Festival, Jl. HR. Rasuna Said Kav. C-22", 1
"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50", 1
"Jl. HR. Rasuna Said Kav. C-22", 1
"Jl. Kalibata Raya No. 1", 1
"Jl. Kemang Selatan No. 31 RT005/RW004", 1
"Jl. Warung Jati Barat No. 39", 1
"Jl. Woltermonginsidi No. 89 Lt. Dasar", 1
"Jl. Metro Pondok Indah", 1
"Jl. Lingkar Mega Kuningan", 1
"Plaza Adorama, Jl. Kemang Raya No. 17", 1
"Jl. Sultan Iskandar Muda", 1
"Jl. TB.Simatupang Kav. 17", 1
"Jl. Jend.Sudirman Kav. 76-78", 1
"Jl. Darmawangsa III No. 2", 1
"Komp. Grand Wijaya Centre Blok A No. 15, Jl. Wijaya II, Melawai, Kebayoran Baru", 1
"Wijaya Grand, Jl. Wijaya II Blok A-15", 1
"Mall Gandaria City Ground Floor MG-41, Jl. Sultan Iskandar Muda, Kebayoran Lama", 1
"Menara Jamsostek, Jl. Jend. Gatot Subroto", 1
"Jl. Mahakam I No. 28", 1
"Jl. MT. Haryono Kav. 8-9 Unit 12", 1
"Jl. Darmawangsa VI No. 40", 1
"Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. Jend. Sudirman Kav. 52-53", 1
"Lippo Mall Kemang, Kemang Village Lt. GF Unit", 1
"Neo Hotel Tendean, Jl. Wolter Monginsidi No. 13", 1
"Jl. Melawai VIII No. 4", 1
"Lippo Mall Kemang, Kemang Village Lt. UG-OD", 1
"Pacific Place Mall, Jl. Jend.Sudirman Kav. 52-53", 1
"Pondok Indah Mall, Jl. Metro Pondok Indah", 1
"Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. HR.Rasuna Said Kav. 62", 1
"Jl. KHM. Syafi'I Hadzami No. 8", 1
"Jl. KHM. Syafi'I Hadzami No. 8", 1
"Jl. Sultan Iskandar Muda RT009/RW006", 1
"Lippo Mall Kemang, Kemang Village, Jl. Pangeran Antasari No. 36", 1
"Gd. Apt. Tamansari Sudirman GF 01, GF 02, GF", 1
"Jl. Tebet Raya No. 53D", 1
"Gd. Plaza Bisnis Kemang, Jl. Kemang Raya No. 2", 1
"Gd. Foundry No. 8 Zone E Kawasan Niaga Terpadu", 1
"Cilandak Town Square, Jl. TB. Simatupang Kav. 1", 1
"Gd. One Pacific Place Level. G-51 C Lot. 3-5 SCBD", 1
"Wisma Kodel, Jl. HR. Rasuna Said Kav. B-4", 1
"Jl. Kemang Raya No. 3-5", 1
"Jl. Jend.Sudirman Kav. 52-53", 1
"Jl. Taman Kemang No. 29 RT014/RW001", 1
"Sudirman Plaza Lt. GF/B3, Jl. Jend. Sudirman Kav. 76-78", 1
"Jl. Sultan Iskandarmuda RT009/RW006", 1
"Jl. Jend.Sudirman Kav. 52-53", 1
"Jl. Sultan Iskandarmuda RT009/RW006", 1
"Gd. Apartement Oakwood Premier Cozmo, Jl. Dr. Ide Anak Agung Gde Agung Blok E4.2 No. 1", 1
"Mall Kota Kasablanka UG-Island Unit IU-U.11, Jl. Casablanca raya, Tebet", 1
"Kuningan City, Jl. Prof. Dr. Satrio Kav. 18, Setiabudi", 1
"Jl. Kemang Raya No. 15", 1
"Mall Gandaria City Lt. Mainstreet-GF Unit M-G 38", 1
"Street Gallery Pondok Indah Lt. 2 No. 205, Jl. Metro Pondok Indah, Kebayoran Lama", 1
"Street Gallery Pondok Indah Lt. 2 No. 205, Jl. Metro Pondok Indah, Kebayoran Lama", 1
"Pacific Place Mal, Jl. Jend.Sudirman Kav. 52-53", 1
"Jl. Jend. Sudirman Kav. 50", 1
"Jl. HR. Rasuna Said", 1
"Jl. Taman Margasatwa No.16", 1
"ITC Permata Hijau, Jl. Arteri Permata Hijau", 1
"Kalibata City Square, Jl. Kalibata Raya No. 1", 1
"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50", 1
"Mal Ambassador, Jl. Prof. Dr. Satrio No. 14", 1
"Plaza Blok M, Jl. Bulungan No. 76", 1
"Blok M Square, Jl. Melawai Raya V", 1
"Pasar Festival GMSB Unit UG-03, Jl. HR. Rasuna", 1
"Jl. Kemang Raya No. 84 RT010/RW002", 1
"Jl. Falatehan I No. 1C, Blok M", 1
"Pasar Festival GMSB Unit UG - 03, Jl. HR. Rasuna Said", 1
"Jl. Darmawangsa III No. 7", 1
"Jl. RC. Veteran No. 18 RT007/RW001", 1
"Jl. RC. Veteran No. 18 RT007/RW001", 1
"Jl. Patal Senayan I No. 5 RT009/RW007", 1
"Jl. Warung Jati No. 12", 1
"Gd. Setiabudi 2, Jl. HR. Rasuna Said Kav. 62", 1
"Gd. Puri Casablanca Lt. Basement, Jl. Puri Casablanca No. 1, Kuningan", 1
"The Bellagio Mall, Kawasan Mega Kuningan Barat Kav. E4/3, Kuningan Timur", 1
"Club House Apartemen Senayan Residence, Jl. Patal Senayan, Kebayoran Lama", 1
"Jl. Melawai IX No. 26", 1
"Jl. Terogong Raya No. 75 RT001/RW006", 1
"Kuningan City Mall Lt. UG 52, Jl. Prof. Dr. Satrio Kav. 18, Setiabudi", 1
"Jl. KH. M. Syafii Hadzimi No. 8", 1
"Jl. Prof. Dr. Soepomo No. 45", 1
"Jl. Melawai Raya No. 189, Jl. Sungai Sambas", 1
"Jl. Jend. Gatot Subroto Kav. 72", 1
"Gd. Taman Air Pondok Indah, Jl. Metro Pondok Indah Blok III B", 1
"Pacific Place Mal, Jl. Jend.Sudirman Kav. 52-53", 1
"Bellagio Boutique Mall, Jl. Mega Kuningan Barat Kav. E4/3, Kuningan Timur", 1
"Plaza Setiabudi I, Jl. HR.Rasuna Said Kav. 62 Blok A-1-2a", 1
"Jl. Cipete Raya No. 13", 1
"Gd. Equity Tower, Jl. Jend. Sudirman Kav. 52-53", 1
"Mal Pondok Indah 2, Jl. Metro Pondok Indah Blok BA - 31", 1
"Gd. Patra Jasa, Jl. Jend. Gatot Subroto Kav. 32-3", 1
"Jl. HR. Rasuna Said Kav. C-22", 1
"Jl. HR. Rasuna Said Kav. C-22", 1
"Jl. HR. Rasuna Said Kav.C 11-14", 1
"Jl. Senayan No. 21", 1
"Jl. Sultan Agung No. 64", 1
"Jl. HR. Rasuna Said Kav. 22", 1
"Jl. HR. Rasuna Said Kav. 22", 1
"Jl. Wijaya II Blok F. 17-18", 1
"Jl. Jend. Gatot Subroto Kav. 42/43", 1
"Jl. Casablanca Kav. 88", 1
"Gd. Setiabudi I, Jl. HR. Rasuna Said Kav. 62", 1
"Jl. Wolter Monginsidi No. 87", 1
"Jl. Kemang Raya No. 31", 1
"Plaza Bisnis Kemang, Jl. Kemang Raya No. 2", 1
"Jl. Kemang Selatan No. 102A", 1
"Jl. KH. Syafei Hadzami No. 1", 1
"Pasar Festival Unit GF 07, Jl. HR. Rasuna Said Kav. C-22", 1
"Jl. HR. Rasuna Said Kav. C.22", 1
"Gd. Arcade, Jl. Kemang Raya No. 20A", 1
"Mall Pondok Indah 2, Jl. Metro Pondok Indah, Kebayoran Lama", 1
"Lotte Shopping Avenue Ciputra World, Jl. Prof. Dr. Satrio Kav. 3-5, Karet Kuningan, Setiabudi", 1
"Pacific Place Mall Lvl. 5C, Jl. Jend. Sudirman Kav. 52-53", 1
"Gd. World Trade Center II Lt. Ground, Jl. Jend Sudirman", 1
"Jl. Jend.Sudirman Kav. 52-53", 1
"Jl. Tebet Raya No. 64 RT002/RW004", 1
"Jl. RC. Veteran No. 1", 1
"Apartemen Gardenia Boulevard Lt. Dasar, Jl. Warung Jati Barat, Warung Buncit", 1
"Kalibata City Square, Jl. Kalibata Raya No. 1", 1
"Jl. TB.Simatupang Kav. 17", 1
"Komp. Wijaya Graha Puri Blok C 31/32", 1
"Kalibata City Square Tower K GF, Jl. Kalibata Raya", 1
"Kalibata City Square Tower K GF, Jl. Kalibata Raya", 1
"Blok M Plaza UG 12, Jl. Bulungan No. 76", 1
"Bellagio Boutique Mal, Jl. Mega Kuningan Barat Kav. E4/3, Kuningan Timur", 1
"Pejaten Village, Jl. Warung Jati Barat No. 39", 1
"The Bellezza Shopping Arcade, Jl. Letjen. Supeno, Arteri Permata Hijau No. 34", 1
"Jl. RS. Fatmawati No. 1 F RT001/RW009", 1
"Jl. MT Haryono Kav. 25-26", 1
"Mal Cilandak Lantai Dasar, Jl. Raya Cilandak KKO", 1
"Thamrin City-Lobby LD Thamrin Terrace, Jl. KH. Mas Mansyur, Thamrin", 1
"Jl. Bulungan No. 76", 1
"Jl. Melawai VIII No. 4 A Lt. 2", 1
"Jl. Ciputat Raya No. 11 RT009/RW008", 1
"Jl. TB.Simatupang Kav. 17", 1
"Jl. Jend. Gatot Subroto No. 38", 1
"Jl. Kuningan Barat Raya No. 9 RT003/RW002", 1
"Jl. Jend. Sudirman No. 1", 1
"Jl. Kemang Raya No. 29", 1
"Graha BIP, Jl. Jend. Gatot Subroto Kav. 23", 1
"Kuningan City Mall Lt. 2 Unit L2-19, Jl. Prof. Dr. Satrio Kav. 18", 1
"Pacific Place Mal Unit B. 1-45 Lt.B.1, Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. Iskandar Muda No. 25 RT006/RW009", 1
"Jl. DR. Ide Anak Agung Gde Agung Lot#5.1", 1
"Jl. Kemang Raya No. 5", 1
"Cilandak Town Square, Jl. TB. Simatupang Kav. 1", 1
"Jl. TB.Simatupang RT006/RW009", 1
"Jl. Wolter Monginsidi No. 95 Blok Q/III", 1
"Pejaten Village, Jl. Warung Jati Barat No. 39", 1
"Jl. Jend. Gatot Subroto Kav. 9-11", 1
"Jl. Wolter Monginsidi No. 95 Blok Q/III", 1
"The Arcade @ Oakwood, Jl. Lingkar Mega Kuningan Blok E4.2 No. 1", 1
"SCBD, Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. Melawai Raya No. 189 B Lt. 2", 1
"Jl. Melawai VIII No. 2-A Blok B", 1
"Jl. Melawai VIII No. 2-A Blok B No. 3", 1
"Jl. Melawai VIII No. 2-A Blok B No. 3", 1
"Gd. Kemang Point, Jl. Kemang Raya No. 3", 1
"Lippo Mall Kemang, Kemang Village, Jl. Pangeran Antasari No. 36, Kemang", 1
"Jl. HR. Rasuna Said Kav. 62 Lt. Dasar Unit B 10", 1
"Jl. Kemang Raya 24 A", 1
"Gd BSS, Jl. Ampera Raya No. 5", 1
"Kawasan Niaga Bisnis SCBD Lot. 8, Jl. Jend. Sudirman Kav. 52-53", 1
"18 Parc Office Building, Jl. Jend.Sudirman Kav. 5", 1
"Gd. CEO Lt. 16,17,18, Jl. TB. Simatupang No. 18", 1
"Jl. Lingkar Mega Kuningan Blok 6.2", 1
"Jl. Jend. Sudirman Kav. 54-55", 1
"Jl. Radio Dalam Raya No. 26", 1
"Jl. HR. Rasuna Said Kav. 1", 1
"Kuningan City, Jl. Prof. DR. Satrio Kav. 18", 1
"SCBD Lot. 14, Jl. Jend. Sudirman Kav. 52-53", 1
"Kawasan Niaga Terpadu Sudirman, Jl. Jend. Sudirman", 1
"Jl. Bulungan 18 B RT011/RW007", 1
"Mall Pondok Indah, Jl. Metro Pondok Indah Lt. 2", 1
"Pondok Indah Mall Street Galery G9-10, Jl. Metro Pondok Indah", 1
"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50 Plaza Semangi", 1
"Jl. Metro Pondok Indah 2", 1
"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50 ", 1
"Mal Pondok Indah 2, Jl. Metro Pondok Indah", 1
"Mal Ambassador, Jl. Prof. Dr. Satrio No. 14, Kuningan", 1
"Gandaria City Lt. Gf. Unit MG-36, Jl. Sultan Iskandar", 1
"Mal Pondok Indah 2, Jl. Metro Pondok Indah", 1
"Cilandak Town Square, Jl. TB. Simatupang Kav. 1", 1
"Pacific Place Mal, Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. Kemang Raya No. 25", 1
"Empire Tower, Kemang Village, Jl. Kemang VI", 1
"Gd. Colony 6 Kemang, Jl. Kemang Raya No. 6A", 1
"Jl. Darmawangsa VI & IX", 1
"Lotte Shopping Avenue Ciputra World, Jl. Prof. Dr. Satrio Kav. 3-5, Karet Kuningan, Setiabudi", 1
"Gd. Bidakara, Jl. Jend. Gatot Subroto Kav. 71-73", 1
